desc,n_nodes,label,pred,conv3_feats,avg_desc_act,Cluster,acc,kmeansbitter,ClusterName,Imp
RPFFRPFFRPFF,12,1,1,"[[ 0.23243614  0.32371593  0.17898235  0.0620375   0.04530883 -0.13794728
  -0.34439963 -0.3180269  -0.09173442 -0.2868725  -0.32840243 -0.13782337
  -0.20257828 -0.03820221  0.01842219 -0.2815086 ]
 [ 0.30283007  0.3973047   0.2220833   0.10493469  0.05802994 -0.22683533
  -0.42901942 -0.37983054 -0.15751858 -0.3501564  -0.41318145 -0.20070976
  -0.2714633  -0.03428068  0.04205695 -0.36573082]
 [ 0.3157277   0.38833642  0.22832477  0.11417729  0.05809889 -0.25707185
  -0.42579117 -0.38489124 -0.18014728 -0.3439297  -0.4152086  -0.22515458
  -0.2763479  -0.02679817  0.05634877 -0.37415624]
 [ 0.29503384  0.36710918  0.2156842   0.10154167  0.05440012 -0.23068906
  -0.40125394 -0.3668359  -0.1606174  -0.32564813 -0.39053008 -0.20643413
  -0.25623745 -0.02807326  0.04922074 -0.3495239 ]
 [ 0.29930747  0.37214214  0.21834257  0.10411114  0.05522938 -0.23573412
  -0.4068629  -0.3707457  -0.16434483 -0.3299389  -0.39601716 -0.20992652
  -0.2606143  -0.02800552  0.05040476 -0.35481343]
 [ 0.29930747  0.37214214  0.21834257  0.10411114  0.05522937 -0.23573412
  -0.4068629  -0.37074572 -0.16434483 -0.3299389  -0.39601713 -0.20992652
  -0.2606143  -0.02800552  0.05040476 -0.3548134 ]
 [ 0.31057602  0.37545782  0.22461796  0.11149943  0.05641303 -0.25522256
  -0.41334647 -0.3782779  -0.17886256 -0.3333504  -0.40449652 -0.22486523
  -0.26872456 -0.02482768  0.05794371 -0.36565435]
 [ 0.29090482  0.3625061   0.21313494  0.09904316  0.05362507 -0.22565337
  -0.3960513  -0.36313078 -0.15689383 -0.3217086  -0.38538483 -0.20291048
  -0.25209814 -0.0282169   0.04796164 -0.34449428]
 [ 0.30389884  0.3768738   0.22114876  0.10691327  0.05605224 -0.24157412
  -0.41232532 -0.3747578  -0.16866763 -0.33401245 -0.4015058  -0.21406743
  -0.2650838  -0.02772921  0.05197654 -0.3602855 ]
 [ 0.32143235  0.38896096  0.23142394  0.11798245  0.05859192 -0.26759273
  -0.428194   -0.38841033 -0.1879933  -0.34482002 -0.41886714 -0.23332387
  -0.28009042 -0.02487185  0.06063299 -0.37931544]
 [ 0.34886837  0.39748174  0.24673593  0.13594341  0.06151893 -0.31476367
  -0.44435358 -0.4068743  -0.2231292  -0.35348174 -0.43978176 -0.2694379
  -0.29999116 -0.01726961  0.07878962 -0.40585005]
 [ 0.27796394  0.31197363  0.20248285  0.09343648  0.04755853 -0.23230563
  -0.3496204  -0.34144628 -0.16223122 -0.2807011  -0.34753862 -0.21264896
  -0.22668317 -0.01778936  0.06003519 -0.3174641 ]]","[-0.08166204 -0.1063429  -0.10928019 -0.10205334 -0.10359162 -0.10359162
 -0.10694502 -0.10058542 -0.1051966  -0.11090341 -0.11909968 -0.09343614]",4.0,1,6,Cluster-4,-0.103557326
GKP,3,0,0,"[[ 0.04214391 -0.01669656  0.00233476 -0.16139953  0.07982335  0.2629189
  -0.09833381 -0.1736469   0.18251926 -0.15005785  0.1952828  -0.04082761
  -0.01220798 -0.07184739  0.1064616  -0.01811922]
 [ 0.07856192 -0.00679012  0.00386249 -0.18117246  0.11484324  0.2928935
  -0.15649816 -0.22114274  0.19655123 -0.21556595  0.24712098 -0.08640028
  -0.05491369 -0.08603255  0.16471739 -0.05607474]
 [ 0.06539448 -0.01037194  0.00331012 -0.17402327  0.10218131  0.28205574
  -0.135468   -0.20396993  0.19147778 -0.19188057  0.22837815 -0.06992283
  -0.03947283 -0.08090371  0.14365418 -0.04235138]]",[0.00802173 0.00212251 0.00425545],1.0,1,3,Cluster-1,0.0047998987
WWW,3,1,1,"[[ 0.22902243  0.05731142  0.15751109  0.07614696  0.01821286 -0.29695284
  -0.12099732 -0.2417087  -0.2123531  -0.07516666 -0.16617565 -0.28605917
  -0.10866579  0.04079353  0.13389407 -0.1954068 ]
 [ 0.2902239   0.07895841  0.19186217  0.11604989  0.02500807 -0.40053684
  -0.1592469  -0.28363264 -0.2894873  -0.09658366 -0.21441777 -0.36509937
  -0.15396795  0.05695657  0.17322487 -0.2554211 ]
 [ 0.22902243  0.05731142  0.15751109  0.07614696  0.01821286 -0.29695284
  -0.12099732 -0.2417087  -0.2123531  -0.07516666 -0.16617565 -0.28605917
  -0.10866579  0.04079353  0.13389407 -0.1954068 ]]",[-0.0619121  -0.08038186 -0.0619121 ],3.0,1,2,Cluster-3,-0.06806868
GA,2,0,0,"[[-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]]",[0.02370653 0.02370653],2.0,1,7,Cluster-2,0.02370653
RGPPF,5,1,1,"[[ 0.20819475  0.27039897  0.16207689  0.04898825  0.03810974 -0.12471993
  -0.29191786 -0.28893965 -0.08225827 -0.24287295 -0.282378   -0.13226962
  -0.16921633 -0.03112438  0.02269557 -0.24377549]
 [ 0.2942115   0.36565864  0.21513714  0.10107693  0.05419198 -0.23001774
  -0.39977235 -0.36594903 -0.16012721 -0.32443982 -0.3891842  -0.20603949
  -0.25522912 -0.02794107  0.04920678 -0.3483556 ]
 [ 0.34347707  0.40396208  0.24432838  0.13191172  0.0617653  -0.30042732
  -0.44798213 -0.40552092 -0.21238358 -0.35825288 -0.44057766 -0.25764757
  -0.29889068 -0.0212203   0.0716036  -0.40318054]
 [ 0.41688085  0.45696658  0.28752235  0.17810479  0.07263961 -0.40786135
  -0.5164202  -0.4633472  -0.29215884 -0.40540534 -0.5147058  -0.33688194
  -0.36254355 -0.00998163  0.10677804 -0.48359883]
 [ 0.35843343  0.3822279   0.2507303   0.14332774  0.06070337 -0.34253293
  -0.4347816  -0.40822753 -0.24396335 -0.34203506 -0.4361098  -0.29251823
  -0.30064914 -0.00912864  0.09320566 -0.4094139 ]]",[-0.07118803 -0.10172328 -0.11806472 -0.14212579 -0.12067074],4.0,1,6,Cluster-4,-0.11075451
AVP,3,0,0,"[[-0.05468385 -0.0430357  -0.00172716 -0.1088275  -0.01328713  0.1832227
   0.05631291 -0.04736555  0.14521118  0.02411431  0.05745609  0.08034051
   0.10133751 -0.03413206 -0.04842822  0.08279645]
 [-0.05251516 -0.04226863 -0.00050992 -0.10741353 -0.01304634  0.17955217
   0.05495753 -0.04885114  0.1424779   0.02335539  0.05574662  0.0775397
   0.09973222 -0.03355932 -0.04703452  0.08066984]
 [-0.05202776 -0.04209624 -0.00023635 -0.10709575 -0.01299223  0.17872724
   0.05465292 -0.04918502  0.14186361  0.02318483  0.05536243  0.07691023
   0.09937144 -0.0334306  -0.0467213   0.08019189]]",[0.02370653 0.02305205 0.02290496],2.0,1,7,Cluster-2,0.02322118
FV,2,1,1,"[[ 0.12956022  0.02213155  0.10168508  0.01129831  0.00716954 -0.12861209
  -0.05883561 -0.17357555 -0.08699763 -0.04036057 -0.08777447 -0.15760615
  -0.03504249  0.01452599  0.06997523 -0.09787384]
 [ 0.12956022  0.02213155  0.10168508  0.01129831  0.00716954 -0.12861209
  -0.05883561 -0.17357555 -0.08699763 -0.04036057 -0.08777447 -0.15760615
  -0.03504249  0.01452599  0.06997523 -0.09787384]]",[-0.03189578 -0.03189578],3.0,1,2,Cluster-3,-0.03189578
RP,2,1,1,"[[ 0.20167111  0.3540845   0.16475631  0.03943805  0.04604869 -0.0602459
  -0.3595895  -0.30845958 -0.03352934 -0.3088506  -0.32896698 -0.07434791
  -0.19402021 -0.05875479 -0.01965116 -0.26421237]
 [ 0.20167111  0.3540845   0.16475631  0.03943805  0.04604869 -0.0602459
  -0.3595895  -0.30845958 -0.03352934 -0.3088506  -0.32896698 -0.07434791
  -0.19402021 -0.05875479 -0.01965116 -0.26421237]]",[-0.07528935 -0.07528935],4.0,1,6,Cluster-4,-0.075289354
APKHKEMPFPKYPVEPF,17,1,1,"[[ 0.07341808 -0.00818935  0.00364671 -0.17837964  0.10989689  0.28865975
  -0.14828277 -0.2144342   0.19456929 -0.20631331  0.23979911 -0.07996341
  -0.04888175 -0.08402899  0.1564891  -0.05071373]
 [ 0.12238117  0.00512961  0.00570071 -0.20496383  0.15698025  0.32895988
  -0.22648329 -0.27829114  0.21343493 -0.29438728  0.30949423 -0.14123473
  -0.10629851 -0.10310057  0.23481254 -0.10174395]
 [ 0.1335977   0.00818074  0.00617124 -0.21105379  0.16776618  0.3381919
  -0.24439758 -0.2929196   0.21775672 -0.3145634   0.3254601  -0.15527087
  -0.11945165 -0.10746953  0.25275502 -0.11343405]
 [ 0.12981166  0.00715086  0.00601242 -0.20899817  0.1641255   0.3350757
  -0.23835075 -0.2879819   0.21629794 -0.30775315  0.32007095 -0.15053308
  -0.11501192 -0.10599484  0.24669869 -0.10948816]
 [ 0.09044617 -0.00355736  0.00436104 -0.18762493  0.12627128  0.3026751
  -0.1754789  -0.236642    0.20113029 -0.23694316  0.26403728 -0.10127198
  -0.06884982 -0.0906616   0.18372796 -0.06846073]
 [ 0.04232765 -0.01664658  0.00234247 -0.16149929  0.08000005  0.2630701
  -0.09862727 -0.17388654  0.18259005 -0.15038837  0.19554435 -0.04105753
  -0.01242345 -0.07191896  0.10675554 -0.01831073]
 [ 0.04824828  0.03749219  0.03539469 -0.10031782  0.04258185  0.15594067
  -0.09327778 -0.1600801   0.11469622 -0.11742213  0.05048919 -0.02314152
  -0.01150804 -0.05182566  0.04102512 -0.03596341]
 [ 0.09341975  0.12583034  0.0830771  -0.03559892  0.02645656  0.03949209
  -0.14744478 -0.18995741  0.03609874 -0.14055923 -0.10023798 -0.04271296
  -0.05463221 -0.03924457  0.00746694 -0.09995526]
 [ 0.10646987  0.17367296  0.10050163 -0.0135939   0.02069544  0.00970525
  -0.1776584  -0.20231083  0.01733458 -0.15905556 -0.16565011 -0.03585909
  -0.07298546 -0.03968826 -0.01572496 -0.12506816]
 [ 0.0843939   0.11513962  0.06677169 -0.06600393  0.04257851  0.10353769
  -0.15720567 -0.1950477   0.0790037  -0.16296184 -0.04359081 -0.03355867
  -0.05495623 -0.05348891  0.02416268 -0.09057806]
 [ 0.02990263  0.02426629  0.01869832 -0.12566268  0.04974177  0.21231538
  -0.08815368 -0.15301564  0.15401022 -0.12306044  0.09387032 -0.00232462
  -0.00090315 -0.06243984  0.04281249 -0.01687294]
 [ 0.00338626 -0.02723944  0.00070888 -0.1403563   0.04255363  0.23101856
  -0.03643272 -0.12309975  0.16758579 -0.08034125  0.14011434  0.00767285
   0.03324135 -0.05675092  0.04446322  0.02227471]
 [ 0.01410667 -0.0206472   0.0245313  -0.09239803  0.01458165  0.12662697
  -0.00980226 -0.10921502  0.09765355 -0.03441899  0.05583633 -0.00754704
   0.04013226 -0.03151073  0.01854176  0.01387474]
 [ 0.043859   -0.00818102  0.05358283 -0.04457827 -0.00234589  0.01643799
  -0.00527423 -0.11486892  0.02101439 -0.01037005 -0.02022041 -0.04692516
   0.02839474 -0.00810732  0.01489981 -0.01383497]
 [ 0.13674507  0.05665274  0.10807593  0.01401293  0.01118905 -0.12090142
  -0.09000862 -0.18741846 -0.08098879 -0.06826024 -0.11267623 -0.14847794
  -0.05138092  0.00678873  0.06040332 -0.11489859]
 [ 0.20887403  0.14890742  0.15348187  0.05692941  0.02592145 -0.20150907
  -0.19077477 -0.2554465  -0.14045615 -0.146481   -0.20968266 -0.2032144
  -0.12777096  0.00572978  0.07714348 -0.20645541]
 [ 0.20253785  0.16885369  0.15156156  0.0514316   0.02745318 -0.17699863
  -0.20532694 -0.25729555 -0.1220191  -0.16187586 -0.21803553 -0.18226057
  -0.13072649 -0.00262808  0.06322721 -0.20716566]]","[ 0.00295574 -0.00497562 -0.00679255 -0.00617927  0.00019741  0.00799197
 -0.00422927 -0.02740636 -0.03620093 -0.02136275  0.00332403  0.01429995
  0.00627162 -0.00603234 -0.03632146 -0.06280022 -0.06245421]",2.0,1,8,Cluster-2,-0.014100839
GGGGL,5,1,1,"[[ 0.28254452  0.14992993  0.1929855   0.1065041   0.031579   -0.3417527
  -0.21592927 -0.2989282  -0.24509816 -0.15238902 -0.2526932  -0.3127678
  -0.17367601  0.03272821  0.13559516 -0.27088484]
 [ 0.33113807  0.15359555  0.21926293  0.13901964  0.03561211 -0.4323998
  -0.23501706 -0.3284434  -0.31271172 -0.15866037 -0.28286263 -0.38330823
  -0.20498604  0.04963538  0.17282312 -0.31431633]
 [ 0.29592165  0.1130632   0.19742641  0.1177882   0.02887351 -0.3902412
  -0.18958195 -0.29648742 -0.28155267 -0.12404993 -0.23821329 -0.35398754
  -0.1692434   0.04879357  0.16264868 -0.27102184]
 [ 0.24014582  0.06124575  0.16375439  0.08339933  0.01944788 -0.3157792
  -0.1279492  -0.24932837 -0.22637223 -0.0790592  -0.17494367 -0.3004247
  -0.11689945  0.04373116  0.14104246 -0.20631438]
 [ 0.17110221  0.03682499  0.1250017   0.03838339  0.01178196 -0.19892229
  -0.08479846 -0.20203245 -0.13935433 -0.05489789 -0.12052    -0.21125662
  -0.06579245  0.02549706  0.09667195 -0.13861004]]",[-0.0832658  -0.09697618 -0.0843665  -0.06526898 -0.04443258],3.0,1,2,Cluster-3,-0.074862
IVR,3,0,0,"[[ 0.02697509 -0.01415287  0.04410626 -0.05558645 -0.00422052  0.04501417
   0.00527785 -0.10330319  0.04229374 -0.00446165 -0.00691165 -0.02512001
   0.04089243 -0.01256629  0.00404946  0.00272144]
 [ 0.01833288 -0.01772768  0.03596174 -0.06879997  0.00021472  0.07559621
   0.00451318 -0.10131021  0.06362322 -0.01062662  0.01392807 -0.01370449
   0.04454677 -0.01899414  0.00456533  0.01080523]
 [-0.01530094 -0.02974042  0.01634352 -0.0924323  -0.0023072   0.1361076
   0.02414783 -0.07915312  0.10835878 -0.00092194  0.04359258  0.02978992
   0.06882657 -0.02880836 -0.01568512  0.04369882]]",[-0.00093701  0.00255777  0.01290726],2.0,1,7,Cluster-2,0.0048426725
DAYPSGAW,8,0,0,"[[ 9.60121155e-02  1.02655664e-02  8.28552470e-02 -1.05748177e-02
   3.44468094e-03 -7.18315989e-02 -3.78687717e-02 -1.50594592e-01
  -4.47158664e-02 -2.86206529e-02 -6.13301434e-02 -1.14279605e-01
  -1.02097169e-02  5.66608831e-03  4.84157167e-02 -6.49764538e-02]
 [ 6.83588982e-02  4.84604388e-04  6.73340932e-02 -2.86045149e-02
   3.74337658e-04 -2.50282735e-02 -2.05861144e-02 -1.31651729e-01
  -9.86360013e-03 -1.89436078e-02 -3.95324640e-02 -7.85661563e-02
   1.02595836e-02 -1.63700804e-03  3.06445248e-02 -3.78596261e-02]
 [-2.15752423e-02 -3.17454003e-02  1.41840903e-02 -9.33887735e-02
  -5.23491763e-03  1.40128523e-01  3.06191072e-02 -7.32310340e-02
   1.11949973e-01  5.07402793e-03  4.27370667e-02  3.77878584e-02
   7.46051967e-02 -2.87509635e-02 -2.22274773e-02  5.00130504e-02]
 [-4.44571823e-02 -4.02538367e-02 -1.29815075e-03 -1.14380009e-01
  -3.45307030e-03  1.91639975e-01  3.99795733e-02 -6.07030280e-02
   1.49151549e-01  5.71874343e-03  7.20129535e-02  6.75430819e-02
   8.93451646e-02 -3.81154455e-02 -3.20691988e-02  7.21380338e-02]
 [-4.15348485e-02 -3.94589007e-02 -1.17555889e-03 -1.15966670e-01
  -6.42925501e-04  1.94045275e-01  3.53122205e-02 -6.45142943e-02
   1.50277525e-01  4.62096184e-04  7.61726722e-02  6.38861358e-02
   8.59182775e-02 -3.92537229e-02 -2.73945071e-02  6.90923184e-02]
 [-4.08198088e-02 -3.92643958e-02 -1.14556309e-03 -1.16354898e-01
   4.46634367e-05  1.94633797e-01  3.41702029e-02 -6.54468387e-02
   1.50553048e-01 -8.24104995e-04  7.71904737e-02  6.29913509e-02
   8.50797817e-02 -3.95322368e-02 -2.62507014e-02  6.83470964e-02]
 [-4.33330648e-02 -3.99480537e-02 -1.25099416e-03 -1.14990339e-01
  -2.37210840e-03  1.92565203e-01  3.81842107e-02 -6.21690825e-02
   1.49584681e-01  3.69669870e-03  7.36130476e-02  6.61363900e-02
   8.80269632e-02 -3.85533012e-02 -3.02710142e-02  7.09664524e-02]
 [-4.43611480e-02 -4.02277149e-02 -1.29412219e-03 -1.14432149e-01
  -3.36072315e-03  1.91719025e-01  3.98261957e-02 -6.08282723e-02
   1.49188548e-01  5.54599985e-03  7.21496493e-02  6.74229115e-02
   8.92325491e-02 -3.81528512e-02 -3.19155827e-02  7.20379427e-02]]","[-0.02177142 -0.01342607  0.01443407  0.02204995  0.02157657  0.02146074
  0.02186786  0.02203439]",2.0,1,7,Cluster-2,0.011028262
NILP,4,0,0,"[[ 0.02927    -0.01334117  0.04539433 -0.05409019 -0.00396571  0.04113002
   0.00384359 -0.10487522  0.03940141 -0.00526474 -0.00872061 -0.02808381
   0.03919372 -0.01196021  0.00552427  0.00047106]
 [ 0.02814744 -0.01490487  0.03734656 -0.07188968  0.0080587   0.07896066
  -0.00934036 -0.11295003  0.06432125 -0.02556608  0.02375414 -0.02606135
   0.03384799 -0.02159229  0.01847192  0.00069176]
 [ 0.01616177 -0.02167099  0.01455385 -0.11666958  0.03304056  0.17706594
  -0.03192313 -0.12389366  0.13033487 -0.06619161  0.10161987 -0.00934173
   0.02934241 -0.04497691  0.0403741   0.01053888]
 [ 0.00069694 -0.02797099  0.00059606 -0.13889615  0.03996756  0.22880507
  -0.03213752 -0.11959238  0.1665496  -0.07550374  0.1362863   0.01103821
   0.03639499 -0.05570341  0.04016127  0.02507757]]",[-0.00162958  0.00070599  0.00864779  0.01473559],2.0,1,7,Cluster-2,0.0056149457
FL,2,1,1,"[[ 0.09296446  0.00918761  0.08114467 -0.01256187  0.0031063  -0.06667344
  -0.03596406 -0.14850691 -0.04087481 -0.02755415 -0.05892783 -0.11034364
  -0.0079538   0.00486121  0.04645716 -0.06198792]
 [ 0.09296446  0.00918761  0.08114467 -0.01256187  0.0031063  -0.06667344
  -0.03596406 -0.14850691 -0.04087481 -0.02755415 -0.05892783 -0.11034364
  -0.0079538   0.00486121  0.04645716 -0.06198792]]",[-0.02085169 -0.02085169],3.0,1,2,Cluster-3,-0.02085169
EF,2,1,1,"[[ 0.25493574  0.06647697  0.17205566  0.09304225  0.02109001 -0.3408113
  -0.13719258 -0.25945973 -0.2450125  -0.08423483 -0.18660186 -0.31952557
  -0.1278472   0.04763712  0.15054713 -0.22081745]
 [ 0.25493574  0.06647697  0.17205566  0.09304225  0.02109001 -0.3408113
  -0.13719258 -0.25945973 -0.2450125  -0.08423483 -0.18660186 -0.31952557
  -0.1278472   0.04763712  0.15054713 -0.22081745]]",[-0.06973238 -0.06973238],3.0,1,2,Cluster-3,-0.06973238
LPP,3,0,0,"[[ 0.03561303  0.0074046   0.0119211  -0.14085771  0.06284557  0.23386529
  -0.09337796 -0.16240314  0.16610233 -0.13540184  0.13691726 -0.01910962
  -0.00633144 -0.06659299  0.07026847 -0.0180383 ]
 [ 0.05200262  0.04358435  0.02469562 -0.12892237  0.06549257  0.21832982
  -0.12626547 -0.18043625  0.1553777  -0.16131802  0.10009626 -0.02301496
  -0.02773508 -0.06965423  0.06492583 -0.04336432]
 [ 0.02249356  0.0485024   0.02839026 -0.10439854  0.03176498  0.18219692
  -0.08187434 -0.14058715  0.13705412 -0.10678272  0.03354588  0.020688
   0.00597747 -0.05680422  0.00484262 -0.01597391]]",[ 0.00517654 -0.00226287  0.00056471],1.0,1,3,Cluster-1,0.0011594599
EGG,3,1,1,"[[ 0.27972248  0.07524406  0.18596794  0.10920304  0.02384209 -0.3827631
  -0.15268376 -0.276439   -0.27625203 -0.09290877 -0.20614003 -0.35153705
  -0.14619467  0.05418319  0.1664762  -0.24512339]
 [ 0.33789602  0.09582008  0.2186195   0.14713174  0.03030112 -0.48122233
  -0.18904096 -0.31628877 -0.34957004 -0.11326617 -0.25199535 -0.42666674
  -0.1892555   0.06954657  0.2038611  -0.30216855]
 [ 0.2594993   0.06809111  0.17461711  0.09601767  0.02159671 -0.34853524
  -0.14004472 -0.26258585 -0.25076413 -0.08583182 -0.1901991  -0.32541934
  -0.1312252   0.04884234  0.15347989 -0.2252925 ]]",[-0.07721268 -0.09476864 -0.07110962],3.0,1,2,Cluster-3,-0.0810303
LGYLEQLL,8,1,1,"[[ 0.11302067  0.01628151  0.09240179  0.00051464  0.00533315 -0.10061873
  -0.04849875 -0.16224572 -0.06615229 -0.03457268 -0.07473716 -0.13624576
  -0.02279969  0.01015797  0.05934617 -0.0816551 ]
 [ 0.15252374  0.03025378  0.11457401  0.02627036  0.00971918 -0.16747804
  -0.07318731 -0.18930593 -0.1159393  -0.04839649 -0.10587549 -0.18726298
  -0.05204041  0.02059056  0.08473261 -0.12039191]
 [ 0.16736619  0.03550355  0.12290476  0.03594752  0.01136714 -0.19259901
  -0.0824635  -0.19947323 -0.13464569 -0.0535905  -0.11757506 -0.20643163
  -0.06302697  0.02451038  0.09427102 -0.13494647]
 [ 0.19781537  0.04627345  0.13999522  0.05580017  0.01474792 -0.24413453
  -0.10149358 -0.22033137 -0.17302178 -0.06424595 -0.14157663 -0.24575597
  -0.08556587  0.03255187  0.11383902 -0.16480501]
 [ 0.2326365   0.05858971  0.15953958  0.07850331  0.01861413 -0.30306965
  -0.12325603 -0.2441844  -0.21690802 -0.07643136 -0.16902445 -0.29072666
  -0.11134098  0.04174799  0.13621663 -0.19895074]
 [ 0.2553528   0.06662448  0.17228974  0.09331416  0.02113632 -0.34151715
  -0.13745323 -0.2597454  -0.2455381  -0.08438076 -0.18693058 -0.3200642
  -0.12815589  0.04774726  0.15081514 -0.2212264 ]
 [ 0.25821036  0.06763521  0.17389366  0.09517729  0.0214536  -0.3463537
  -0.13923916 -0.2617029  -0.24913965 -0.08538076 -0.1891831  -0.32375467
  -0.1302711   0.04850194  0.15265156 -0.22402859]
 [ 0.19981284  0.04697996  0.14111635  0.0571025   0.0149697  -0.24751528
  -0.10274196 -0.22169968 -0.1755393  -0.06494497 -0.14315118 -0.24833569
  -0.08704444  0.0330794   0.11512269 -0.16676375]]","[-0.02690437 -0.03882585 -0.0433051  -0.05249423 -0.06300278 -0.06985824
 -0.07072063 -0.05309705]",3.0,1,2,Cluster-3,-0.052276034
PFFDPQIP,8,0,1,"[[ 2.86679327e-01  2.47990593e-01  2.02429265e-01  1.03249848e-01
   4.17697579e-02 -2.88728476e-01 -2.99110740e-01 -3.28707755e-01
  -2.04806790e-01 -2.30514824e-01 -3.14063489e-01 -2.62506902e-01
  -2.10023910e-01  4.71755117e-03  9.53925401e-02 -3.05082738e-01]
 [ 3.00816506e-01  2.21742883e-01  2.08059996e-01  1.14391953e-01
   4.01913673e-02 -3.32072139e-01 -2.81874180e-01 -3.29674959e-01
  -2.37343743e-01 -2.10657597e-01 -3.06409091e-01 -2.98750758e-01
  -2.09720522e-01  1.78653784e-02  1.18342206e-01 -3.09194803e-01]
 [ 1.83768257e-01  6.66868836e-02  1.33982509e-01  4.50781286e-02
   1.57453381e-02 -2.04588369e-01 -1.13892004e-01 -2.17789471e-01
  -1.43361643e-01 -7.94782341e-02 -1.45773128e-01 -2.13004977e-01
  -8.39145109e-02  2.11951658e-02  9.35499966e-02 -1.58950776e-01]
 [ 7.87303895e-02  4.15300950e-03  7.31553957e-02 -2.18423754e-02
   1.52588636e-03 -4.25821394e-02 -2.70680748e-02 -1.38756350e-01
  -2.29351372e-02 -2.25730389e-02 -4.77078073e-02 -9.19606909e-02
   2.58246064e-03  1.10205635e-03  3.73097099e-02 -4.80299443e-02]
 [ 1.40682049e-02 -1.97077096e-02  3.05695496e-02 -7.84798712e-02
   4.65230830e-03  9.73387584e-02  1.56545639e-03 -1.01963833e-01
   7.84997568e-02 -1.74995810e-02  3.00595239e-02 -7.96525180e-03
   4.52067107e-02 -2.38942243e-02  7.35020265e-03  1.46314278e-02]
 [-3.12938243e-02 -3.66019756e-02 -2.93525169e-04 -1.20485976e-01
   8.46393965e-03  2.00282872e-01  1.98028646e-02 -7.73310810e-02
   1.52789801e-01 -1.66970976e-02  8.88232142e-02  5.10358177e-02
   7.42858276e-02 -4.26732972e-02 -1.18462406e-02  5.84726147e-02]
 [-2.63929274e-02 -3.53399888e-02 -5.40356035e-04 -1.24187879e-01
   1.39176864e-02  2.06508160e-01  1.11285709e-02 -8.42621624e-02
   1.56111762e-01 -2.67749391e-02  9.77260023e-02  4.49378751e-02
   6.81620389e-02 -4.51516435e-02 -3.17284837e-03  5.33111319e-02]
 [-3.48740742e-02 -3.76470350e-02 -8.96139885e-04 -1.19583093e-01
   5.76213561e-03  1.99527562e-01  2.46740878e-02 -7.32011721e-02
   1.52843952e-01 -1.15191899e-02  8.56537521e-02  5.55509962e-02
   7.81074911e-02 -4.18481566e-02 -1.67396553e-02  6.21503443e-02]]","[-0.09133229 -0.09339297 -0.05004668 -0.01655604  0.00465196  0.01979587
  0.01912378  0.02049761]",3.0,0,1,Cluster-3,-0.023407346
GGRPFF,6,1,1,"[[ 0.23731752  0.20448913  0.17280325  0.07267042  0.03366552 -0.22136487
  -0.24653223 -0.2876294  -0.15486167 -0.19256896 -0.2594877  -0.21374696
  -0.16451162 -0.00047282  0.07522516 -0.248552  ]
 [ 0.29395068  0.28842843  0.20930272  0.10565832  0.04639185 -0.27750695
  -0.33524883 -0.34425187 -0.19613437 -0.26311707 -0.3425744  -0.2501025
  -0.22845471 -0.00477018  0.08326466 -0.3240291 ]
 [ 0.3013232   0.34241033  0.21722901  0.1073007   0.05238605 -0.25806308
  -0.3827209  -0.36363357 -0.18122642 -0.30647743 -0.37929115 -0.23005354
  -0.25161526 -0.01830089  0.06520829 -0.34728986]
 [ 0.31811076  0.38045353  0.22901893  0.11626849  0.05748441 -0.26652706
  -0.42000008 -0.38408947 -0.18726103 -0.33783716 -0.41183782 -0.23325467
  -0.27510497 -0.02353995  0.06175179 -0.3737702 ]
 [ 0.34301424  0.3925835   0.24324164  0.13230073  0.06058408 -0.30661243
  -0.43833563 -0.40207532 -0.21708299 -0.34918863 -0.43346623 -0.26350498
  -0.2946835  -0.01796378  0.07628208 -0.39922714]
 [ 0.27796394  0.31197363  0.20248285  0.09343648  0.04755853 -0.23230563
  -0.3496204  -0.34144628 -0.16223122 -0.2807011  -0.34753862 -0.21264896
  -0.22668317 -0.01778936  0.06003519 -0.3174641 ]]",[-0.07459733 -0.09619959 -0.10205091 -0.1093834  -0.11713339 -0.09343614],4.0,1,6,Cluster-4,-0.098800115
